names	x.pos	y.pos	cluster.classification
AT2G27310	-2605.423095703125	3726.2833179783815	peak4
AT2G25450	-3164.48291015625	4079.8743824315065	peak8
AT2G25355	-3293.32177734375	3974.0423511815065	peak12
AT2G25510	-4111.6181640625	3037.7479175877565	peak16
AT2G25430	-3204.803955078125	1418.8673023533815	peak0
AT2G20142	-3927.299072265625	3267.3924488377565	peak16
AT2G20020	-3443.757568359375	3904.9324879002565	peak12
AT2G20150	-2598.57763671875	3323.2476734471315	peak4
AT2G20180	-2414.673095703125	2543.3836597752565	peak0
AT2G28200	-3295.248046875	1578.688957626819	peak0
AT2G05620	-2834.34033203125	1655.3153004002565	peak0
AT2G05520	-3886.707763671875	2185.7645191502565	peak20
AT2G05530	-3127.401611328125	1544.2171558690065	peak0
AT2G28305	-3201.5419921875	1604.312004501819	peak0
AT2G15830	-4243.28369140625	2245.6173023533815	peak16
AT2G15860	-3441.978271484375	3869.7344898533815	peak12
AT2G15900	-3992.047119140625	2556.4171070408815	peak16
AT2G06050	-3461.21484375	3811.7037281346315	peak12
AT2G06010	-3681.506103515625	1663.733147079944	peak20
AT2G05540	-3117.082275390625	1796.420402939319	peak0
AT2G05630	-4088.099609375	3008.8653492283815	peak12
AT2G15680	-3653.577392578125	1759.2366871190065	peak16
AT2G15820	-3560.83447265625	3956.1346363377565	peak8
AT2G15970	-3339.95263671875	4178.751823837756	peak8
AT2G15890	-4033.59521484375	3890.5076832127565	peak8
AT2G15620	-3978.23486328125	1266.8687671971315	peak20
AT2G15580	-3589.501708984375	1580.8367847752565	peak0
AT2G37150	-3593.990234375	1735.9683765721315	peak20
AT2G37050	-3635.39404296875	1614.515617783069	peak20
AT2G46500	-4160.2138671875	1785.440422470569	peak12
AT2G46580	-4122.67333984375	2809.7481617283815	peak16
AT2G46550	-3355.20947265625	4506.549675400256	peak8
AT2G46510	-3643.02978515625	3344.6009449315065	peak12
AT2G46490	-3644.50048828125	1902.5372242283815	peak20
AT2G46620	-3837.738037109375	3825.6043629002565	peak8
AT2G37110	-4342.30517578125	2308.7952808690065	peak16
AT2G20750	-2694.04248046875	3768.4346851658815	peak4
AT2G20940	-3310.770751953125	3896.1341480565065	peak12
AT2G20960	-3358.731689453125	4103.437370712756	peak8
AT2G21045	-2219.4873046875	1975.9881519627565	peak4
AT2G20980	-3257.60400390625	4266.471062119006	peak8
AT2G20950	-3897.1875	1886.8172535252565	peak16
AT2G20710	-3400.00537109375	4012.9061207127565	peak8
AT2G20920	-3365.768798828125	1621.652092392444	peak20
AT2G20890	-4165.689453125	1213.449211533069	peak16
AT2G16660	-3706.81640625	4097.621452744006	peak8
AT2G16640	-3887.005615234375	2152.7860035252565	peak20
AT2G10950	-3820.39794921875	3658.5511402440065	peak12
AT2G20670	-2838.0654296875	1727.369377548694	peak0
AT2G20900	-3997.4921875	2211.6702808690065	peak16
AT2G20760	-3794.483154296875	3623.1883472752565	peak12
AT2G16780	-3790.208740234375	3763.1951832127565	peak12
AT2G16790	-1449.719970703125	4349.186882431506	peak8
AT2G05790	-3312.77392578125	1713.7225269627565	peak0
AT2G06530	-3892.47900390625	3925.8963550877565	peak8
AT2G06520	-2380.016845703125	2967.1197437596315	peak4
AT2G06510	-3997.978515625	3630.1207203221315	peak16
AT2G16710	-4045.750732421875	3852.5128101658815	peak8
AT2G16700	-3923.38330078125	4002.7645191502565	peak8
AT2G16800	-3080.4658203125	4161.542351181506	peak8
AT2G16600	-3569.762451171875	3955.9105152440065	peak8
AT2G22600	-2272.828369140625	2569.7918629002565	peak0
AT2G22740	-2561.465576171875	1929.6417164158815	peak0
AT2G22660	-4134.35595703125	3240.4080738377565	peak16
AT2G18300	-2786.209716796875	1627.6028980565065	peak0
AT2G18230	-4427.5986328125	2476.3719410252565	peak12
AT2G18390	-3624.31640625	1944.9190601658815	peak0
AT2G18290	-2416.0859375	2026.5382007908815	peak0
AT2G18245	-3628.800048828125	4025.8187183690065	peak8
AT2G18350	-3410.971923828125	4234.245476181506	peak8
AT2G18420	-3147.962890625	1138.3331226658815	peak20
AT2G18220	-3208.367431640625	4143.786003525256	peak8
AT2G18260	-2977.795166015625	3995.0486988377565	peak4
AT2G18280	-3396.014892578125	1845.029533798694	peak0
AT2G20250	-2636.755615234375	3652.1382984471315	peak4
AT2G20340	-3539.34375	3495.4359058690065	peak12
AT2G14080	-3488.56982421875	4165.781608994006	peak8
AT2G28370	-3348.12744140625	1717.3301929783815	peak0
AT2G28320	-3638.6689453125	1604.4310230565065	peak0
AT2G28350	-3146.882080078125	1474.677483017444	peak0
AT2G42890	-3393.7099609375	1759.848625595569	peak0
AT2G02020	-3576.39697265625	1296.0613941502565	peak16
AT2G43010	-2997.421630859375	2962.975181226791	peak4
AT2G43060	-3042.18505859375	1743.599846298694	peak0
AT1G05000	-3609.72998046875	1724.453606064319	peak0
AT2G36620	-3207.662109375	4158.150261337756	peak8
AT2G36630	-2606.14404296875	2052.5745777440065	peak4
AT1G05010	-4452.26708984375	3155.4178394627565	peak12
AT1G23490	-3458.330322265625	4063.4617847752565	peak16
AT1G23710	-3535.55859375	1771.562492783069	peak0
AT1G23740	-2490.807861328125	1925.7928394627565	peak4
AT1G23480	-3169.70654296875	1606.9581226658815	peak0
AT1G23820	-3966.07958984375	3416.2078785252565	peak12
AT1G23790	-3493.85400390625	4331.843132431506	peak8
AT1G23730	-3691.29296875	1763.2449879002565	peak20
AT1G30900	-3634.977294921875	3314.2303394627565	peak12
AT1G51340	-3061.668212890625	1456.6248707127565	peak20
AT1G51200	-3506.684326171875	1707.749748642444	peak0
AT1G51400	-2437.656982421875	1881.9544605565065	peak20
AT1G51160	-4036.55322265625	3038.9598316502565	peak16
AT1G51380	-3199.4140625	4105.315300400256	peak8
AT1G51170	-3130.713134765625	4052.6253589940065	peak8
AT1G51270	-3599.565185546875	1632.801994736194	peak20
AT1G62560	-3041.76708984375	3992.5179371190065	peak4
AT1G62500	-3559.655029296875	1664.6256031346315	peak0
AT1G62480	-2992.572509765625	1617.747795517444	peak0
AT1G62510	-2486.898193359375	3244.0372242283815	peak4
AT1G31010	-3610.630615234375	3848.0062183690065	peak12
AT1G04010	-4185.3408203125	2283.2701343846315	peak12
AT1G04020	-3397.32177734375	3918.9661793065065	peak12
AT1G04030	-3942.214111328125	3332.0123218846315	peak12
AT1G03960	-3569.763916015625	4059.7396168065065	peak8
AT1G55500	-3501.540283203125	3895.6766285252565	peak12
AT1G55530	-3706.5	1498.7718433690065	peak0
AT1G55490	-4245.11669921875	3721.6766285252565	peak16
AT1G55450	-3971.368896484375	3401.6194996190065	peak12
AT1G55480	-3163.325927734375	1329.2911304783815	peak20
AT1G03870	-3389.552001953125	1649.3416675877565	peak0
AT1G61500	-2668.243896484375	3809.5159839940065	peak4
AT1G61640	-3514.190673828125	3448.0560230565065	peak12
AT1G51980	-3060.8779296875	3911.6736988377565	peak12
AT1G03900	-3925.249755859375	2344.5914234471315	peak16
AT1G03860	-3696.371337890625	3645.5550464940065	peak12
AT1G61520	-2596.55126953125	3627.2117847752565	peak8
AT1G24625	-3667.195556640625	3947.4261402440065	peak8
AT1G24530	-3203.805419921875	1684.955070908069	peak0
AT1G24610	-4062.11328125	2764.5391773533815	peak16
AT1G24490	-3419.5224609375	3937.0198902440065	peak12
AT1G67300	-3590.688720703125	3874.2305836033815	peak12
AT1G27150	-2983.469482421875	1939.8853687596315	peak0
AT1G27120	-2500.385498046875	1960.9564136815065	peak4
AT1G27050	-2217.2998046875	2779.2210621190065	peak0
AT1G67370	-3931.334228515625	3671.5726246190065	peak12
AT1G67320	-3265.982666015625	4010.4373707127565	peak12
AT1G67360	-3330.669189453125	3475.0286793065065	peak12
AT1G77090	-2590.5859375	2908.1343921971315	peak4
AT1G77000	-3271.666259765625	4098.775261337756	peak8
AT1G76990	-3249.48193359375	1567.3680347752565	peak0
AT1G77120	-4181.8955078125	3195.3487476658815	peak12
AT1G76970	-3761.28369140625	3179.5533375096315	peak12
AT1G77020	-3699.077880859375	1875.8987964940065	peak0
AT1G77080	-3777.2119140625	1675.402580673694	peak16
AT1G67340	-2829.330810546875	1781.759514267444	peak0
AT1G60630	-3916.63916015625	3194.0884937596315	peak12
AT1G60800	-3025.061279296875	3930.0262379002565	peak8
AT1G60710	-3042.17578125	962.797844345569	peak4
AT1G60490	-3725.8017578125	1591.7086109471315	peak16
AT1G61100	-3139.381591796875	1655.7813648533815	peak0
AT2G17440	-3867.6884765625	1874.8668140721315	peak16
AT2G17270	-3485.5224609375	3730.5152515721315	peak12
AT1G23190	-3277.930419921875	3873.7379078221315	peak12
AT1G23090	-3616.111083984375	1706.453850204944	peak0
AT1G23100	-3474.98974609375	3925.1146168065065	peak12
AT1G23040	-3270.995361328125	1577.697258408069	peak0
AT1G23180	-3463.969970703125	4045.7630543065065	peak8
AT1G23050	-2791.03125	2179.9149097752565	peak0
AT1G61170	-3552.305908203125	1623.894768173694	peak0
AT2G17390	-4464.390625	3241.7872242283815	peak12
AT1G24350	-3753.15673828125	1919.0362476658815	peak0
AT1G24150	-3650.588134765625	3404.9158863377565	peak12
AT1G24280	-4422.025390625	3453.0714039158815	peak16
AT1G24170	-3625.22509765625	1800.935051376819	peak0
AT2G17450	-3368.31396484375	2045.8253101658815	peak20
AT2G17260	-3525.130859375	1241.867912704944	peak20
AT2G17290	-4386.0439453125	2852.3760914158815	peak16
AT1G03440	-2732.822021484375	1687.377190048694	peak0
AT1G03630	-3150.0302734375	3968.2586597752565	peak4
AT1G03430	-3398.26025390625	3956.4647144627565	peak12
AT1G03600	-2553.2890625	2751.5877613377565	peak4
AT1G03610	-2951.54833984375	1836.113029892444	peak0
AT1G03590	-3129.392822265625	1540.445061142444	peak0
AT1G03457	-3062.466796875	1500.120598251819	peak0
AT1G03470	-4198.1142578125	3301.3607105565065	peak16
AT1G08640	-3380.55712890625	3859.0543140721315	peak12
AT1G08750	-4107.65576171875	2491.5911793065065	peak16
AT1G08770	-3272.030029296875	1761.930168564319	peak0
AT1G08610	-2936.57373046875	4300.546257431506	peak8
AT1G08800	-2905.03466796875	1799.147942001819	peak0
AT1G08550	-4100.2958984375	3901.3411793065065	peak8
AT2G17870	-2431.176513671875	2878.5079273533815	peak4
AT2G17880	-2982.6357421875	1764.268303329944	peak0
AT2G17840	-3657.12744140625	4045.1077808690065	peak8
AT1G08570	-3493.40087890625	1725.197502548694	peak0
AT1G22930	-3420.754150390625	1547.1668629002565	peak0
AT1G23030	-3229.125244140625	1615.549797470569	peak0
AT1G61380	-4022.054443359375	2440.3655933690065	peak20
AT1G61420	-4120.5517578125	3002.1937183690065	peak16
AT1G61360	-4696.15625	3626.5440601658815	peak16
AT1G61370	-3900.360595703125	3571.1854175877565	peak12
AT1G61390	-3286.447509765625	3712.6570972752565	peak12
AT1G23010	-4871.279296875	1972.4337086033815	peak20
AT1G23020	-4069.59033203125	2096.2513355565065	peak16
AT1G22870	-4250.29052734375	2372.8030933690065	peak16
AT1G62180	-3122.790771484375	1427.853996689319	peak0
AT1G62290	-3489.2880859375	4040.3714527440065	peak8
AT1G62250	-2544.0	1998.1033863377565	peak4
AT1G62200	-3565.13720703125	1370.9439625096315	peak16
AT1G22850	-2498.501953125	2573.2733082127565	peak4
AT1G22885	-3569.218505859375	1771.277092392444	peak0
AT1G70180	-2706.611083984375	1814.791740829944	peak0
AT1G09800	-3413.862060546875	4303.264030869006	peak8
AT1G70090	-3497.987060546875	1733.471428329944	peak0
AT1G70100	-3855.60302734375	1552.816154892444	peak20
AT1G70210	-2972.17626953125	4066.4490894627565	peak4
AT1G70250	-3104.3251953125	1308.3353199315065	peak20
AT1G70000	-3221.458251953125	1378.814690048694	peak0
AT1G09850	-4003.0927734375	3459.2850269627565	peak12
AT1G65590	-3020.46923828125	1690.284416611194	peak0
AT1G65580	-3306.7197265625	4267.471062119006	peak8
AT1G09780	-4300.6806640625	2391.2161793065065	peak20
AT1G09680	-3982.47314453125	3708.0006031346315	peak8
AT1G09960	-3745.0439453125	1626.0413746190065	peak20
AT1G09940	-3586.93603515625	1918.9305347752565	peak0
AT1G09910	-3757.24072265625	1855.208000595569	peak20
AT1G09070	-3301.749755859375	1410.6092457127565	peak0
AT1G08980	-3930.1689453125	2569.9166187596315	peak20
AT1G08920	-1521.9178466796875	3170.0584644627565	peak8
AT1G08960	-2759.0078125	4032.3411793065065	peak4
AT1G65490	-3100.651123046875	1364.961906845569	peak0
AT1G65620	-3016.717529296875	1377.0706714940065	peak0
AT1G08930	-3746.0234375	1958.9808277440065	peak16
AT1G04530	-2675.120361328125	2062.2918629002565	peak4
AT1G04690	-3285.979248046875	4051.0819019627565	peak8
AT1G04550	-3133.224609375	1423.451408798694	peak0
AT1G04650	-3400.544921875	3802.5989918065065	peak12
AT1G04730	-3040.87646484375	4217.168327744006	peak4
AT1G04620	-3973.5791015625	2752.7090992283815	peak16
AT1G04750	-3872.54638671875	3597.6761402440065	peak12
AT2G17720	-4140.384765625	2812.7747730565065	peak16
AT2G17710	-3579.009033203125	1667.3965992283815	peak20
AT2G17730	-3809.1953125	2065.2896656346315	peak20
AT1G05180	-3937.2177734375	3809.5264820408815	peak8
AT1G05170	-2963.834228515625	3849.3297046971315	peak4
AT1G05300	-3812.176025390625	4119.150749619006	peak8
AT1G05150	-3387.927001953125	1622.6409839940065	peak0
AT1G55810	-2984.053955078125	1398.775383408069	peak0
AT1G09440	-3226.97802734375	1646.808586533069	peak0
AT1G55670	-3127.380615234375	4081.6883472752565	peak8
AT1G30820	-3196.958984375	1882.0814136815065	peak0
AT1G10060	-3411.44970703125	4337.502800400256	peak8
AT1G10050	-3422.969970703125	3954.4403004002565	peak12
AT1G10020	-3310.95849609375	1702.812736923694	peak0
AT1G10090	-3538.966552734375	4114.526237900256	peak8
AT1G09575	-3042.27783203125	1813.729973251819	peak0
AT1G09350	-2801.880859375	4432.015495712756	peak8
AT1G09530	-3392.7734375	2965.2822265625	peak8
AT1G09570	-3204.72119140625	2350.769775390625	peak0
AT1G09390	-2462.701904296875	2112.1312183690065	peak0
AT1G30825	-2866.84423828125	2148.6617359471315	peak0
AT1G27370	-3226.688232421875	1710.3673023533815	peak0
AT1G77180	-3463.224609375	1657.080803329944	peak0
AT1G77230	-2591.5166015625	3521.7100757908815	peak4
AT1G77210	-2348.03173828125	1902.8145679783815	peak20
AT1G77280	-2550.31884765625	3131.3140796971315	peak4
AT1G67120	-3324.64697265625	4075.5799488377565	peak8
AT1G10380	-3031.265869140625	1301.6514820408815	peak20
AT1G10230	-3310.192138671875	3669.5521168065065	peak12
AT1G10150	-3201.77783203125	1673.072990829944	peak0
AT1G10170	-3537.65869140625	1707.491447861194	peak0
AT1G10410	-3624.597412109375	4083.9935230565065	peak8
AT1G10270	-3165.22265625	4125.742546494006	peak8
AT1G27320	-3023.379150390625	1746.825676376819	peak0
AT1G27300	-3503.656982421875	1777.2130054783815	peak0
AT1G27290	-3330.2041015625	1764.9573902440065	peak0
AT1G27360	-4215.68359375	2402.2130054783815	peak12
AT1G27480	-3998.44580078125	2385.0740894627565	peak12
AT1G27450	-4051.684814453125	3090.5052418065065	peak16
AT1G10370	-2387.41455078125	2692.1905445408815	peak4
AT1G10360	-3281.754150390625	1629.499992783069	peak0
AT1G61810	-3620.118408203125	897.7549976658815	peak16
AT1G61770	-4035.55908203125	2080.6995777440065	peak16
AT1G61740	-3713.29296875	1666.5386890721315	peak0
AT1G61690	-4164.5859375	1577.496574814319	peak20
AT1G43170	-3045.827392578125	3995.6649097752565	peak4
AT1G10290	-3769.97021484375	3736.8538746190065	peak12
AT1G61800	-2900.371337890625	3839.1412281346315	peak4
AT1G11820	-2326.953857421875	3006.0308765721315	peak4
AT1G12050	-3376.6591796875	4246.078972275256	peak8
AT1G11860	-4229.47265625	1797.401604111194	peak20
AT1G11950	-4164.0341796875	3163.0692066502565	peak16
AT1G11960	-4009.035400390625	3339.3878101658815	peak12
AT1G12000	-3338.4931640625	3978.6502613377565	peak12
AT1G12020	-3307.29296875	1703.990227158069	peak0
AT2G25080	-2467.488525390625	2970.4998707127565	peak4
AT2G25110	-3562.221435546875	3589.7623218846315	peak12
AT2G25190	-3754.50390625	2148.4034351658815	peak16
AT2G25200	-2981.68310546875	1794.115959579944	peak0
AT2G25060	-3519.3564453125	4168.358269150256	peak8
AT2G25070	-3357.187744140625	1694.164543564319	peak0
AT2G25180	-2620.838134765625	1938.2842945408815	peak4
AT1G11890	-3213.71923828125	3731.1570972752565	peak12
AT1G11840	-3487.911376953125	3937.7269214940065	peak12
AT1G12090	-3159.630859375	4197.994499619006	peak8
AT1G03250	-2979.61279296875	4035.7708668065065	peak4
AT1G03290	-3659.19775390625	3533.5679859471315	peak12
AT1G03310	-3232.46142578125	4039.5555347752565	peak8
AT1G03360	-2965.47265625	4022.8861011815065	peak4
AT1G03210	-3980.686767578125	3172.9395679783815	peak12
AT1G03270	-2871.230224609375	4154.459831650256	peak4
AT1G03370	-4021.692626953125	3152.9295582127565	peak12
AT1G12080	-3242.126708984375	1600.943840439319	peak0
AT1G70290	-2817.2646484375	1707.819084579944	peak0
AT1G04170	-2818.631103515625	3861.3043140721315	peak4
AT1G04160	-2966.516357421875	4389.979362900256	peak4
AT1G04180	-2540.67138671875	1940.7869800877565	peak4
AT1G04190	-3257.007568359375	3888.5306324315065	peak12
AT1G04220	-2453.757568359375	2578.9764332127565	peak4
AT1G70310	-4626.1064453125	3574.9449390721315	peak16
AT1G70420	-3386.833984375	4545.185905869006	peak8
AT1G70410	-3387.21435546875	1487.570061142444	peak0
AT1G61900	-3408.619873046875	1668.8436207127565	peak0
AT1G78895	-3460.43359375	1724.197258408069	peak0
AT1G78670	-3640.406494140625	3795.0513843846315	peak12
AT1G78690	-3884.9130859375	2098.3406910252565	peak20
AT1G62040	-3455.60009765625	1813.745598251819	peak0
AT1G09280	-3486.469482421875	1631.7325367283815	peak0
AT1G09250	-3027.33349609375	1703.072014267444	peak0
AT1G09200	-3431.012451171875	3945.4149097752565	peak12
AT1G09240	-2406.824951171875	3248.9988941502565	peak4
AT1G09210	-3185.432861328125	3766.0098804783815	peak12
AT1G09230	-2353.292236328125	3491.7405933690065	peak4
AT1G09180	-2402.46337890625	3104.9390796971315	peak4
AT1G09190	-4055.83203125	3790.4285816502565	peak12
AT1G78680	-3292.51220703125	3998.2410816502565	peak12
AT1G60140	-3212.4287109375	1900.2747730565065	peak0
AT1G60440	-3885.04443359375	2259.9349293065065	peak16
AT1G54820	-3087.63134765625	4188.404167587756	peak4
AT1G54740	-3248.678955078125	1719.9180836033815	peak0
AT1G54680	-3621.5244140625	1488.280266220569	peak20
AT1G67470	-3934.314453125	2043.3861011815065	peak16
AT1G67480	-4026.291015625	1794.493156845569	peak16
AT1G67510	-3710.42431640625	4131.807976181506	peak8
AT1G60170	-3491.721923828125	1961.1766285252565	peak0
AT1G60190	-2802.107421875	3660.1256031346315	peak4
AT1G22770	-3272.371337890625	4168.176628525256	peak8
AT1G22640	-2437.97509765625	2381.1126636815065	peak0
AT1G22750	-2474.147705078125	3085.4207691502565	peak4
AT1G22690	-2647.008544921875	1675.908928329944	peak0
AT1G54830	-3553.714599609375	4067.3934254002565	peak8
AT1G54690	-3235.623779296875	4026.2674488377565	peak8
AT1G54570	-3859.0576171875	3671.8455738377565	peak12
AT1G54780	-2516.601318359375	3461.1663746190065	peak4
AT1G02170	-3829.405029296875	1966.3148121190065	peak16
AT1G02110	-3337.650390625	1753.1260914158815	peak0
AT1G02050	-3683.522216796875	1722.7066578221315	peak0
AT1G02120	-3896.215576171875	1857.563225204944	peak16
AT1G02100	-3458.56689453125	1666.781242783069	peak0
AT1G65420	-3900.864501953125	3619.2952808690065	peak12
AT1G65310	-2517.334716796875	1518.1697925877565	peak0
AT1G65280	-3234.1123046875	1629.0071949315065	peak0
AT1G65430	-3669.869873046875	3293.8045582127565	peak12
AT1G65390	-3367.728515625	1633.2933277440065	peak0
AT1G02205	-2907.9462890625	3906.3099293065065	peak4
AT1G79080	-3726.600830078125	3908.3734058690065	peak8
AT1G79160	-2968.275390625	1852.122307236194	peak0
AT1G79190	-3336.228759765625	3930.3187183690065	peak12
AT1G02280	-3105.677978515625	1800.727287704944	peak0
AT1G79150	-3098.718017578125	4094.8011402440065	peak4
AT2G31270	-3035.391357421875	4103.713737900256	peak4
AT1G79270	-2671.184814453125	1690.405998642444	peak4
AT1G78970	-4041.200439453125	1885.7642750096315	peak16
AT1G79050	-4093.69921875	3404.1590504002565	peak16
AT1G78995	-4181.48828125	3704.4713062596315	peak12
